bck,cen
0.959885276,0.977526362
0.947277541,0.96710937
0.933218175,0.955437364
0.917967599,0.942773778
0.901751753,0.92934641
0.884765068,0.915350547
0.867173661,0.900952309
0.849118591,0.88629173
0.830719065,0.871486425
0.812075511,0.856634901
0.793272462,0.841819508
0.774381207,0.827109151
0.755462177,0.812561709
0.736567065,0.798226178
0.717740651,0.784144502
0.699022354,0.770353125
0.680447514,0.756884244
0.662048406,0.743766815
0.643855024,0.731027299
0.625895648,0.718690196
0.608197216,0.706778383
0.590785536,0.695313415
0.573685367,0.684316025
0.556920385,0.673805393
0.540513074,0.663799009
0.524484565,0.654312489
0.508854439,0.645359353
0.493640523,0.636950796
0.478858692,0.629095505
0.464522688,0.621800566
0.450643977,0.615070039
0.437231637,0.60890485
0.4242923,0.60330273
0.411830122,0.598258228
0.399846819,0.593762762
0.388341722,0.589804694
0.377311889,0.586369439
0.366752236,0.58343964
0.356655701,0.580995377
0.347013432,0.579014399
0.337814975,0.577472381
0.329048492,0.576343196
0.320700963,0.575599194
0.312758397,0.575211488
0.305206035,0.575150233
0.298028544,0.575384898
0.291210195,0.575884539
0.284735034,0.576618051
0.278587033,0.57755441
0.272750226,0.578662905
0.267208827,0.579913344
0.261947334,0.58127625
0.256950617,0.582723035
0.252203989,0.584226161
0.247693262,0.585759271
0.243404797,0.587297506
0.239325528,0.588817427
0.235442996,0.59029705
0.231745349,0.591715916
0.228221359,0.593055139
0.224860409,0.594297444
0.221652492,0.595427186
0.218588197,0.596430351
0.215658687,0.597294549
0.212855686,0.598008993
0.210171454,0.59856446
0.207598758,0.598953251
0.205130856,0.599169133
0.202761465,0.599207274
0.200484736,0.599064178
0.19829523,0.598737603
0.196187889,0.598226482
0.194158017,0.597530849
0.192201249,0.596651753
0.190313535,0.595591152
0.188491113,0.594351825
0.186730488,0.592937286
0.185028418,0.5913517
0.183381887,0.589599796
0.181788095,0.587686791
0.180244438,0.585618315
0.178748492,0.583400335
0.177298001,0.581039092
0.175890864,0.57854104
0.174525122,0.575912784
0.173198944,0.573161034
0.171910623,0.570292556
0.170658561,0.567314133
0.169441263,0.564232523
0.168257328,0.561054434
0.167105442,0.557786495
0.16598437,0.554435229
0.164892951,0.551007039
0.163830094,0.547508191
0.162794769,0.543944799
0.161786006,0.540322819
0.160802886,0.536648039
0.159844542,0.532926076
0.158910154,0.529162371
0.157998943,0.525362192
0.157110171,0.52153063
0.156243136,0.517672608
0.155397173,0.513792885
0.154571646,0.509896054
0.153765952,0.505986546
0.152979513,0.502068629
0.152211781,0.498146409
0.151462228,0.49422383
0.150730353,0.490304682
0.150015674,0.486392598
0.149317732,0.482491068
0.148636085,0.478603429
0.147970309,0.474732865
0.147319998,0.47088241
0.146684762,0.467054947
0.146064224,0.463253211
0.145458025,0.459479796
0.144865817,0.455737157
0.144287266,0.452027609
0.143722048,0.448353336
0.143169854,0.444716385
0.142630382,0.441118675
0.142103345,0.437561993
0.141588462,0.434048001
0.141085463,0.430578237
0.140594088,0.427154115
0.140114084,0.42377693
0.139645206,0.42044786
0.139187219,0.417167968
0.138739893,0.413938211
0.138303007,0.410759445
0.137876346,0.407632426
0.137459701,0.404557815
0.13705287,0.401536177
0.136655658,0.398567983
0.136267873,0.395653616
0.13588933,0.392793369
0.135519851,0.389987451
0.135159259,0.38723599
0.134807387,0.384539031
0.134464068,0.381896546
0.134129142,0.379308433
0.133802453,0.376774519
0.133483848,0.374294565
0.13317318,0.37186827
0.132870303,0.369495269
0.132575078,0.367175145
0.132287366,0.364907423
0.132007034,0.362691582
0.131733952,0.36052705
0.131467991,0.358413215
0.131209028,0.356349424
0.130956941,0.354334986
0.130711611,0.352369185
0.130472922,0.350451276
0.130240761,0.348580485
0.130015016,0.346756008
0.129795579,0.344977022
0.129582344,0.343242682
0.129375207,0.341552126
0.129174066,0.339904477
0.128978821,0.338298845
0.128789373,0.336734332
0.128605628,0.335210032
0.128427491,0.333725032
0.12825487,0.332278417
0.128087675,0.330869272
0.127925815,0.32949668
0.127769205,0.328159728
0.127617758,0.326857506
0.12747139,0.325589108
0.127330018,0.324353637
0.127193561,0.323150203
0.127061938,0.321977925
0.12693507,0.320835932
0.12681288,0.319723364
0.126695292,0.318639375
0.126582229,0.31758313
0.126473619,0.316553809
0.126369386,0.315550604
0.126269461,0.314572724
0.12617377,0.313619393
0.126082245,0.312689851
0.125994816,0.311783353
0.125911414,0.310899173
0.125831972,0.310036601
0.125756423,0.309194943
0.125684701,0.308373523
0.125616742,0.307571682
0.12555248,0.306788781
0.125491852,0.306024193
0.125434796,0.305277314
0.125381248,0.304547552
0.125331147,0.303834337
0.125284432,0.303137111
0.125241043,0.302455336
0.12520092,0.30178849
0.125164003,0.301136065
0.125130234,0.300497572
0.125099554,0.299872535
0.125071906,0.299260496
0.125047233,0.298661011
0.125025477,0.298073648
0.125006584,0.297497995
0.124990496,0.29693365
0.124977159,0.296380227
0.124966518,0.295837351
0.124958517,0.295304662
0.124953104,0.294781814
0.124950225,0.294268472
0.124949826,0.293764311
0.124951854,0.293269022
0.124956257,0.292782304
0.124962983,0.29230387
0.12497198,0.291833441
0.124983197,0.291370756
0.124996582,0.290915562
0.125012085,0.290467617
0.125029655,0.290026685
0.125049243,0.28959254
0.125070799,0.289164964
0.125094273,0.288743748
0.125119616,0.288328689
0.12514678,0.287919594
0.125175717,0.287516275
0.125206377,0.287118552
0.125238714,0.286726253
0.12527268,0.28633921
0.125308229,0.285957264
0.125345312,0.285580261
0.125383884,0.285208052
0.125423898,0.284840495
0.12546531,0.284477454
0.125508072,0.284118797
0.125552141,0.283764397
0.125597472,0.283414132
0.125644019,0.283067886
0.125691739,0.282725545
0.125740588,0.282387002
0.125790522,0.282052152
0.125841499,0.281720896
0.125893476,0.281393136
0.12594641,0.281068779
0.126000259,0.280747736
0.126054982,0.280429922
0.126110537,0.280115252
0.126166884,0.279803648
0.126223981,0.279495031
0.12628179,0.279189328
0.12634027,0.278886466
0.126399381,0.278586377
0.126459086,0.278288994
0.126519345,0.277994251
0.126580121,0.277702096
0.126641377,0.277412484
0.126703076,0.277125373
0.12676518,0.276840719
0.126827656,0.276558479
0.126890466,0.276278608
0.126953576,0.276001064
0.127016951,0.275725804
0.127080557,0.275452787
0.127144361,0.275181969
0.127208328,0.274913311
0.127272428,0.274646772
0.127336627,0.274382311
0.127400894,0.274119889
0.127465198,0.273859468
0.127529508,0.273601009
0.127593795,0.273344476
0.127658028,0.27308983
0.127722179,0.272837037
0.12778622,0.272586061
0.127850122,0.272336868
0.127913859,0.272089433
0.127977404,0.271843728
0.12804073,0.271599729
0.128103812,0.271357407
0.128166626,0.271116736
0.128229146,0.270877689
0.12829135,0.270640239
0.128353214,0.270404357
0.128414715,0.270170019
0.128475832,0.269937195
0.128536544,0.26970586
0.128596829,0.269475987
0.128656668,0.269247549
0.128716042,0.269020521
0.128774931,0.268794876
0.128833318,0.268570588
0.128891185,0.268347633
0.128948516,0.268125985
0.129005294,0.267905619
0.129061504,0.267686512
0.129117131,0.267468638
0.129172161,0.267251975
0.129226581,0.267036498
0.129280377,0.266822185
0.129333538,0.266609014
0.129386052,0.266396963
0.129437908,0.266186011
0.129489097,0.265976137
0.129539608,0.26576732
0.129589433,0.265559539
0.129638564,0.265352774
0.129686993,0.265147005
0.129734714,0.264942212
0.12978172,0.264738376
0.129828007,0.264535476
0.129873569,0.264333494
0.129918401,0.264132411
0.129962502,0.263932208
0.130005867,0.263732868
0.130048496,0.263534371
0.130090385,0.263336699
0.130131535,0.263139836
0.130171945,0.262943764
0.130211616,0.262748466
0.130250548,0.262553925
0.130288744,0.262360124
0.130326206,0.262167048
0.130362936,0.26197468
0.130398939,0.261783005
0.130434218,0.261592006
0.130468779,0.26140167
0.130502627,0.261211981
0.130535767,0.261022924
0.130568206,0.260834484
0.130599952,0.260646648
0.130631012,0.2604594
0.130661395,0.260272728
0.13069111,0.260086617
0.13072017,0.259901054
0.130748587,0.259716026
0.130776373,0.259531522
0.130803542,0.259347529
0.130830107,0.259164036
0.130856084,0.25898103
0.130881485,0.258798501
0.130906327,0.258616437
0.130930626,0.258434826
0.130954397,0.258253658
0.130977656,0.258072922
0.131000422,0.257892608
0.131022711,0.257712705
0.131044541,0.257533203
0.131065929,0.257354093
0.131086896,0.257175364
0.131107459,0.256997007
0.131127638,0.256819014
0.131147453,0.256641375
0.131166923,0.256464082
0.131186069,0.256287127
0.131204912,0.256110501
0.131223472,0.255934196
0.13124177,0.255758205
0.131259828,0.255582521
0.131277669,0.255407135
0.131295313,0.255232042
0.131312784,0.255057234
0.131330103,0.254882706
0.131347294,0.25470845
0.131364379,0.25453446
0.131381383,0.254360731
0.131398327,0.254187257
0.131415236,0.254014033
0.131432134,0.253841053
0.131449044,0.253668313
0.13146599,0.253495807
0.131482997,0.253323531
0.131500089,0.253151481
0.131517291,0.252979653
0.131534627,0.252808043
0.131552122,0.252636647
0.1315698,0.252465462
0.131587687,0.252294484
0.131605807,0.252123711
0.131624186,0.25195314
0.131642848,0.251782768
0.131661818,0.251612592
0.131681122,0.25144261
0.131700785,0.251272821
0.131720831,0.251103221
0.131741286,0.25093381
0.131762176,0.250764585
0.131783524,0.250595546
0.131805357,0.25042669
0.131827699,0.250258016
0.131850575,0.250089525
0.13187401,0.249921214
0.13189803,0.249753083
0.131922658,0.249585132
0.13194792,0.24941736
0.131973839,0.249249768
0.132000442,0.249082355
0.132027751,0.248915123
0.132055792,0.24874807
0.132084588,0.248581198
0.132114163,0.248414508
0.132144547,0.248248001
0.132175765,0.248081678
0.132207847,0.247915541
0.132240818,0.247749591
0.132274705,0.247583829
0.132309537,0.247418259
0.132345337,0.247252883
0.132382134,0.247087702
0.132419952,0.246922719
0.132458816,0.246757937
0.132498753,0.246593359
0.132539786,0.246428987
0.132581941,0.246264826
0.132625241,0.246100878
0.132669709,0.245937146
0.13271537,0.245773634
0.132762246,0.245610346
0.13281036,0.245447285
0.132859734,0.245284456
0.132910389,0.245121862
0.132962348,0.244959508
0.133015631,0.244797398
0.133070257,0.244635535
0.133126249,0.244473925
0.133183624,0.244312573
0.133242403,0.244151482
0.133302605,0.243990657
0.133364251,0.243830105
0.133427361,0.243669829
0.133491955,0.243509835
0.133558051,0.243350128
0.133625668,0.243190714
0.133694824,0.243031599
0.133765536,0.242872787
0.133837822,0.242714286
0.133911696,0.242556101
0.133987174,0.242398238
0.134064272,0.242240703
0.134143003,0.242083503
0.134223381,0.241926644
0.13430542,0.241770132
0.134389131,0.241613974
0.134474525,0.241458177
0.134561615,0.241302748
0.13465041,0.241147693
0.134740921,0.24099302
0.134833155,0.240838735
0.134927122,0.240684847
0.135022829,0.240531363
0.135120283,0.240378289
0.13521949,0.240225635
0.135320456,0.240073407
0.135423185,0.239921614
0.135527683,0.239770264
0.135633951,0.239619365
0.135741994,0.239468924
0.135851813,0.239318951
0.135963408,0.239169453
0.136076782,0.239020439
0.136191933,0.238871917
0.13630886,0.238723895
0.136427562,0.238576381
0.136548037,0.238429384
0.136670281,0.238282912
0.136794291,0.238136972
0.136920061,0.237991574
0.137047586,0.237846724
0.137176861,0.237702431
0.137307877,0.237558703
0.137440629,0.237415548
0.137575106,0.237272974
0.1377113,0.237130988
0.137849202,0.236989598
0.137988799,0.236848813
0.138130082,0.236708638
0.138273037,0.236569082
0.138417652,0.236430151
0.138563913,0.236291853
0.138711805,0.236154193
0.138861314,0.23601718
0.139012423,0.23588082
0.139165117,0.235745118
0.139319376,0.235610081
0.139475184,0.235475715
0.139632522,0.235342025
0.139791369,0.235209019
0.139951706,0.2350767
0.140113511,0.234945075
0.140276763,0.234814149
0.14044144,0.234683927
0.140607518,0.234554413
0.140774973,0.234425614
0.140943782,0.234297533
0.141113918,0.234170175
0.141285356,0.234043545
0.14145807,0.233917646
0.141632033,0.233792484
0.141807222,0.233668062
0.141983616,0.233544383
0.142161193,0.233421452
0.142339932,0.233299273
0.142519808,0.233177848
0.142700797,0.23305718
0.142882874,0.232937274
0.143066012,0.232818131
0.143250185,0.232699755
0.143435364,0.232582149
0.143621522,0.232465314
0.143808629,0.232349254
0.143996658,0.23223397
0.14418558,0.232119465
0.144375366,0.232005742
0.144565984,0.231892801
0.144757404,0.231780645
0.144949594,0.231669275
0.145142522,0.231558693
0.145336154,0.231448901
0.145530456,0.231339899
0.145725394,0.23123169
0.145920933,0.231124274
0.146117035,0.231017653
0.146313666,0.230911826
0.146510788,0.230806796
0.146708362,0.230702563
0.146906351,0.230599128
0.147104717,0.230496491
0.147303419,0.230394652
0.147502418,0.230293612
